"Species","code","Impact_year","Type_of_cost_merged","Management_type","Geographic_region","Genus","Cost.USD","eventDate","First_invacost","First_manage","First_manage_invacost"
"Cylindropuntia pallida","ESP",2016,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",16186.3226480354,NA,2010,2009,1997
"Cylindropuntia rosea","ESP",2010,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",58280.8007698787,NA,2009,2009,1997
"Cylindropuntia rosea","ESP",2014,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",105543.920841391,NA,2009,2009,1997
"Cylindropuntia rosea","ESP",2013,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",1337224.20888532,NA,2009,2009,1997
"Cylindropuntia rosea","ESP",2012,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",19641.4225761414,NA,2009,2009,1997
"Cylindropuntia rosea","ESP",2011,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",40702.6160094995,NA,2009,2009,1997
"Cylindropuntia rosea","ESP",2009,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",27333.6129125837,NA,2009,2009,1997
"Eichhornia crassipes","BEN",1999,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2007,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2004,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2005,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2001,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2006,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2018,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2013,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2016,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2011,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2009,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2014,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2000,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2002,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2015,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2012,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2010,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2003,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2008,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2017,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","BEN",2019,"Management_costs","Post-invasion_management","Africa","Eichhornia",146451.956909634,NA,1999,1999,1977
"Eichhornia crassipes","CHN",2006,"Management_costs","Post-invasion_management","Asia","Eichhornia",1.51990151295937,1901,1999,2006,1977
"Eichhornia crassipes","COL",2010,"Management_costs","Post-invasion_management","South America","Eichhornia",5920.85510956784,NA,2010,2010,1977
"Eichhornia crassipes","ESP",2001,"Management_costs","Post-invasion_management","Europe","Eichhornia",970653.867634366,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2014,"Management_costs","Post-invasion_management","Europe","Eichhornia",1197.27550163213,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2006,"Management_costs","Post-invasion_management","Europe","Eichhornia",970653.867634366,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2000,"Management_costs","Post-invasion_management","Europe","Eichhornia",970653.867634366,1988,1999,1999,1977
"Eichhornia crassipes","ESP",1999,"Management_costs","Post-invasion_management","Europe","Eichhornia",970653.867634366,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2008,"Management_costs","Post-invasion_management","Europe","Eichhornia",1102133.18579369,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2013,"Management_costs","Post-invasion_management","Europe","Eichhornia",1160.72861704339,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2005,"Management_costs","Post-invasion_management","Europe","Eichhornia",970653.867634366,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2009,"Management_costs","Post-invasion_management","Europe","Eichhornia",978648.662561347,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2012,"Management_costs","Post-invasion_management","Europe","Eichhornia",20147.1020790605,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2011,"Management_costs","Post-invasion_management","Europe","Eichhornia",11917.8294520994,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2003,"Management_costs","Post-invasion_management","Europe","Eichhornia",970653.867634366,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2019,"Management_costs","Post-invasion_management","Europe","Eichhornia",42063.4771857587,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2004,"Management_costs","Post-invasion_management","Europe","Eichhornia",970653.867634366,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2007,"Management_costs","Post-invasion_management","Europe","Eichhornia",1174426.44037554,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2020,"Management_costs","Post-invasion_management","Europe","Eichhornia",19838.9467823963,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2002,"Management_costs","Post-invasion_management","Europe","Eichhornia",970653.867634366,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2017,"Management_costs","Post-invasion_management","Europe","Eichhornia",115.679352470588,1988,1999,1999,1977
"Eichhornia crassipes","ESP",2010,"Management_costs","Post-invasion_management","Europe","Eichhornia",41274.6087213911,1988,1999,1999,1977
"Eichhornia crassipes","FRA",2011,"Management_costs","Post-invasion_management","Central America","Eichhornia",303366.90285653,1911,2011,2011,1977
"Eichhornia crassipes","GHA",2012,"Management_costs","Post-invasion_management","Africa","Eichhornia",349150.923590821,NA,2012,2012,1977
"Eichhornia crassipes","MDG",2007,"Management_costs","Post-invasion_management","Africa","Eichhornia",1187.65519982111,NA,2007,2007,1977
"Eichhornia crassipes",NA,2007,"Management_costs","Post-invasion_management","Europe","Eichhornia",24481677.7638216,1900,2005,NA,1977
"Eichhornia crassipes",NA,2006,"Management_costs","Post-invasion_management","Europe","Eichhornia",24481677.7638216,1900,2005,NA,1977
"Eichhornia crassipes",NA,2008,"Management_costs","Post-invasion_management","Europe","Eichhornia",24481677.7638216,1900,2005,NA,1977
"Eichhornia crassipes",NA,2005,"Management_costs","Post-invasion_management","Europe","Eichhornia",24481677.7638216,1900,2005,NA,1977
"Eichhornia crassipes","PRT",1999,"Management_costs","Post-invasion_management","Europe","Eichhornia",196982.614926124,1936,1999,1999,1977
"Eichhornia crassipes","PRT",2000,"Management_costs","Post-invasion_management","Europe","Eichhornia",207450.679440722,1936,1999,1999,1977
"Eichhornia crassipes","PRT",2002,"Management_costs","Post-invasion_management","Europe","Eichhornia",32304.325586622,1936,1999,1999,1977
"Eichhornia crassipes","PRT",2001,"Management_costs","Post-invasion_management","Europe","Eichhornia",122157.58905191,1936,1999,1999,1977
"Eichhornia crassipes","UGA",2006,"Management_costs","Post-invasion_management","Africa","Eichhornia",1215921.2103675,NA,2006,2006,1977
"Eichhornia crassipes","ZAF",1987,"Management_costs","Post-invasion_management","Africa","Eichhornia",9186.43018725295,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2006,"Management_costs","Post-invasion_management","Africa","Eichhornia",135380.726381712,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1978,"Management_costs","Post-invasion_management","Africa","Eichhornia",144223.938214986,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2005,"Management_costs","Post-invasion_management","Africa","Eichhornia",2358.94596750759,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2004,"Management_costs","Post-invasion_management","Africa","Eichhornia",2358.94596750759,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1983,"Management_costs","Post-invasion_management","Africa","Eichhornia",3774.53448506855,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1998,"Management_costs","Post-invasion_management","Africa","Eichhornia",29666.6408109344,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1979,"Management_costs","Post-invasion_management","Africa","Eichhornia",65702.001514973,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1997,"Management_costs","Post-invasion_management","Africa","Eichhornia",37115.6631080029,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2001,"Management_costs","Post-invasion_management","Africa","Eichhornia",11932.0985224,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1992,"Management_costs","Post-invasion_management","Africa","Eichhornia",33022.951907981,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2003,"Management_costs","Post-invasion_management","Africa","Eichhornia",2358.94596750759,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1988,"Management_costs","Post-invasion_management","Africa","Eichhornia",8102.85806153058,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1984,"Management_costs","Post-invasion_management","Africa","Eichhornia",3411.31703197594,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2012,"Management_costs","Post-invasion_management","Africa","Eichhornia",134894.357897565,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1980,"Management_costs","Post-invasion_management","Africa","Eichhornia",28428.972399994,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1995,"Management_costs","Post-invasion_management","Africa","Eichhornia",47946.2665027008,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1982,"Management_costs","Post-invasion_management","Africa","Eichhornia",5166.64631078,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1977,"Management_costs","Post-invasion_management","Africa","Eichhornia",1387786.92143482,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1991,"Management_costs","Post-invasion_management","Africa","Eichhornia",34645.5405080487,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2008,"Management_costs","Post-invasion_management","Africa","Eichhornia",134894.357897565,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1989,"Management_costs","Post-invasion_management","Africa","Eichhornia",7065.35556832012,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1996,"Management_costs","Post-invasion_management","Africa","Eichhornia",46761.4547186243,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1981,"Management_costs","Post-invasion_management","Africa","Eichhornia",11760.8835635687,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2002,"Management_costs","Post-invasion_management","Africa","Eichhornia",2358.94596750759,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2000,"Management_costs","Post-invasion_management","Africa","Eichhornia",17786.2813232349,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2010,"Management_costs","Post-invasion_management","Africa","Eichhornia",134894.357897565,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2009,"Management_costs","Post-invasion_management","Africa","Eichhornia",134894.357897565,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2013,"Management_costs","Post-invasion_management","Africa","Eichhornia",132535.411930057,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1990,"Management_costs","Post-invasion_management","Africa","Eichhornia",8624.71756161675,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1999,"Management_costs","Post-invasion_management","Africa","Eichhornia",30293.3040072023,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2011,"Management_costs","Post-invasion_management","Africa","Eichhornia",134894.357897565,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1994,"Management_costs","Post-invasion_management","Africa","Eichhornia",49140.7419110787,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1993,"Management_costs","Post-invasion_management","Africa","Eichhornia",47650.9826875382,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1986,"Management_costs","Post-invasion_management","Africa","Eichhornia",10595.2615465195,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",1985,"Management_costs","Post-invasion_management","Africa","Eichhornia",8194.66027494959,1884,1977,1977,1977
"Eichhornia crassipes","ZAF",2007,"Management_costs","Post-invasion_management","Africa","Eichhornia",134894.357897565,1884,1977,1977,1977
"Lantana camara","AUS",2001,"Management_costs","Post-invasion_management","Oceania","Lantana",77186.9036743585,1875,1998,1998,1995
"Lantana camara","AUS",2000,"Management_costs","Post-invasion_management","Oceania","Lantana",69678.8062825466,1875,1998,1998,1995
"Lantana camara","AUS",2005,"Management_costs","Post-invasion_management","Oceania","Lantana",581831.766783762,1875,1998,1998,1995
"Lantana camara","AUS",2002,"Management_costs","Post-invasion_management","Oceania","Lantana",212259.40699632,1875,1998,1998,1995
"Lantana camara","AUS",1999,"Management_costs","Post-invasion_management","Oceania","Lantana",79301.9896469299,1875,1998,1998,1995
"Lantana camara","AUS",1998,"Management_costs","Post-invasion_management","Oceania","Lantana",85042.9372867665,1875,1998,1998,1995
"Lantana camara","AUS",2003,"Management_costs","Post-invasion_management","Oceania","Lantana",885470.212768231,1875,1998,1998,1995
"Lantana camara","AUS",2004,"Management_costs","Post-invasion_management","Oceania","Lantana",249735.800441059,1875,1998,1998,1995
"Lantana camara","ESP",2017,"Management_costs","Post-invasion_management","Europe","Lantana",2407.57652329412,NA,2011,2011,1995
"Lantana camara","ESP",2012,"Management_costs","Post-invasion_management","Europe","Lantana",869.089494519529,NA,2011,2011,1995
"Lantana camara","ESP",2015,"Management_costs","Post-invasion_management","Europe","Lantana",873.892074425791,NA,2011,2011,1995
"Lantana camara","ESP",2013,"Management_costs","Post-invasion_management","Europe","Lantana",1109.02267094346,NA,2011,2011,1995
"Lantana camara","ESP",2018,"Management_costs","Post-invasion_management","Europe","Lantana",3314.15158802121,NA,2011,2011,1995
"Lantana camara","ESP",2011,"Management_costs","Post-invasion_management","Europe","Lantana",58.2464453484538,NA,2011,2011,1995
"Lantana camara","ESP",2016,"Management_costs","Post-invasion_management","Europe","Lantana",1753.78357316457,NA,2011,2011,1995
"Lantana camara","ESP",2014,"Management_costs","Post-invasion_management","Europe","Lantana",4225.67824105458,NA,2011,2011,1995
"Lantana camara","IND",1996,"Management_costs","Post-invasion_management","Asia","Lantana",109.393502284561,1814,1996,1996,1995
"Lantana camara","ZAF",2009,"Management_costs","Post-invasion_management","Africa","Lantana",1867483.34072411,1858,1995,1995,1995
"Lantana camara","ZAF",2004,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",2003,"Management_costs","Post-invasion_management","Africa","Lantana",121770423.51452,1858,1995,1995,1995
"Lantana camara","ZAF",2008,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",1998,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",2015,"Management_costs","Post-invasion_management","Africa","Lantana",231204.801377048,1858,1995,1995,1995
"Lantana camara","ZAF",2006,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",2016,"Management_costs","Post-invasion_management","Africa","Lantana",231204.801377048,1858,1995,1995,1995
"Lantana camara","ZAF",2000,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",1999,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",2002,"Management_costs","Post-invasion_management","Africa","Lantana",121770423.51452,1858,1995,1995,1995
"Lantana camara","ZAF",1996,"Management_costs","Post-invasion_management","Africa","Lantana",3414043.26345519,1858,1995,1995,1995
"Lantana camara","ZAF",2007,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",1995,"Management_costs","Post-invasion_management","Africa","Lantana",3414043.26345519,1858,1995,1995,1995
"Lantana camara","ZAF",2005,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",2010,"Management_costs","Post-invasion_management","Africa","Lantana",231204.801377048,1858,1995,1995,1995
"Lantana camara","ZAF",2013,"Management_costs","Post-invasion_management","Africa","Lantana",231204.801377048,1858,1995,1995,1995
"Lantana camara","ZAF",2014,"Management_costs","Post-invasion_management","Africa","Lantana",231204.801377048,1858,1995,1995,1995
"Lantana camara","ZAF",2001,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",1997,"Management_costs","Post-invasion_management","Africa","Lantana",3645248.06483223,1858,1995,1995,1995
"Lantana camara","ZAF",2012,"Management_costs","Post-invasion_management","Africa","Lantana",231204.801377048,1858,1995,1995,1995
"Lantana camara","ZAF",2011,"Management_costs","Post-invasion_management","Africa","Lantana",231204.801377048,1858,1995,1995,1995
"Lymantria dispar","CAN",1999,"Management_costs","Post-invasion_management","North America","Lymantria",2971317.51199058,1912,1999,1999,1890
"Lymantria dispar","USA",1895,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",1992,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1988,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1896,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",1900,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",2003,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1991,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",2009,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1994,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",2008,"Management_costs","Post-invasion_management","North America","Lymantria",8546549.98259841,1869,1890,1890,1890
"Lymantria dispar","USA",1989,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1987,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",2004,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1894,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",1990,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1993,"Management_costs","Post-invasion_management","North America","Lymantria",18312135.2376127,1869,1890,1890,1890
"Lymantria dispar","USA",1982,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1983,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",2010,"Management_costs","Post-invasion_management","North America","Lymantria",2779254.36609866,1869,1890,1890,1890
"Lymantria dispar","USA",1892,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",1893,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",1985,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1898,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",1998,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1997,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1899,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",2007,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1984,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1986,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1890,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",1897,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",2005,"Management_costs","Post-invasion_management","North America","Lymantria",14132465.9793085,1869,1890,1890,1890
"Lymantria dispar","USA",2000,"Management_costs","Post-invasion_management","North America","Lymantria",15983903.7341144,1869,1890,1890,1890
"Lymantria dispar","USA",1996,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",2001,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1891,"Management_costs","Post-invasion_management","North America","Lymantria",2989342.41506837,1869,1890,1890,1890
"Lymantria dispar","USA",1999,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",2012,"Management_costs","Post-invasion_management","North America","Lymantria",21678304.1630773,1869,1890,1890,1890
"Lymantria dispar","USA",2006,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",1981,"Management_costs","Post-invasion_management","North America","Lymantria",55843737.5044386,1869,1890,1890,1890
"Lymantria dispar","USA",1995,"Management_costs","Post-invasion_management","North America","Lymantria",20433009.9872285,1869,1890,1890,1890
"Lymantria dispar","USA",2002,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Lymantria dispar","USA",2011,"Management_costs","Post-invasion_management","North America","Lymantria",325858.34116041,1869,1890,1890,1890
"Opuntia aurantiaca","ZAF",1970,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1968,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1986,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1983,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1967,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1985,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1972,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1997,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1981,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1992,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1971,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",2000,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1993,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1987,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1984,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1990,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1963,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1991,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",2001,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1965,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1995,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1966,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1962,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1977,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1989,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1988,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1994,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1975,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1999,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1982,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1969,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1964,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1979,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1973,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1961,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1974,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
"Opuntia aurantiaca","ZAF",1980,"Management_costs","Post-invasion_management","Africa","Opuntia",415300.498870483,1843,1961,1961,1961
